int_ax,ax_min,ax_max,int_ay,ay_min,ay_max,int_az,az_min,az_max,gyr_x_min,gyr_x_max,gyr_y_min,gyr_y_max,gyr_z_min,gyr_z_max,make,left,right,short,long,suggestion,file_name
-232474.31586163735,-1998.0,1255.0,784851.248506571,-1998.0,1996.0,-333112.6275160721,-1996.0,1998.0,-816.5,829.9,-2262.5,2211.0,-1527.2,1299.1,1,0,0,0,0,ns,1596173750
-1845358.2291109296,-1998.0,1558.0,2636292.130185253,-1998.0,1996.0,71583.93854349137,-1996.0,1973.0,-1132.3,1756.3,-1698.3,2263.9,-997.5,427.2,1,0,0,0,0,ns,1596173786
-5953611.696470123,-1998.0,1085.0,12563266.624474242,-1968.0,1996.0,-8835761.89640782,-1996.0,1998.0,-387.1,1412.6,-1855.5,2292.8,-736.1,491.0,0,0,1,0,0,ns,1596173814
-4369455.172884935,-1998.0,1174.0,17281887.925045867,-908.0,1884.0,-1617345.9823172432,-1996.0,1093.0,-378.2,238.2,-580.9,623.0,-165.4,262.2,1,0,0,0,0,ns,1596173860
-262087.4165518824,-1998.0,1246.0,1115591.6372655123,-1998.0,1915.0,11808.430080020971,-1996.0,1998.0,-956.1,235.1,-2266.8,2281.8,-1017.5,959.6,0,0,0,1,0,ns,1596173889
2613302.954542816,-1998.0,1084.0,-955377.0493442959,-946.0,1996.0,-16390955.137853019,-1996.0,1987.0,-318.6,1383.8,-993.0,1849.0,-611.3,1189.8,0,0,1,0,0,ns,1596173929
-429455.7208605855,-1998.0,974.0,1109448.8334900232,-605.0,1960.0,-184424.0813170277,-1996.0,1998.0,-414.8,1731.5,-794.1,2266.0,-1067.6,1422.1,1,0,0,0,0,ns,1596173958
-984123.8376334361,-1998.0,1767.0,2759017.50725965,-1100.0,1996.0,-856947.7249702167,-1996.0,1998.0,-347.9,597.0,-410.2,2142.2,-1119.7,432.6,1,0,0,0,0,ns,1596173998
9798707.385620566,-1998.0,723.0,-3562719.545359928,-416.0,1996.0,-5883422.6199480705,-1937.0,953.0,-254.9,286.7,-376.8,303.6,-82.9,185.2,0,0,1,0,0,ns,1596174068
-532809.7627516403,-1998.0,1124.0,913551.3087368847,-1998.0,1996.0,-19462.1966197858,-1996.0,1990.0,-444.3,1577.8,-741.5,1925.4,-563.6,579.8,1,0,0,0,0,ns,1596174102
-1794031.9601645237,-1998.0,1584.0,3543151.121839905,-1998.0,1996.0,377862.7319385513,-1996.0,1998.0,-1292.2,292.4,-1268.8,2030.4,-892.5,1032.7,0,0,0,1,0,ns,1596174131
-57866589.4860829,-1998.0,1245.0,6447917.804057206,-1775.0,1996.0,40637284.50401265,-1996.0,1998.0,-1574.0,317.3,-1097.1,2293.4,-1176.8,629.3,0,0,0,1,0,ns,1596174179
-232845.80447072914,-1998.0,1253.0,1220395.6236758386,-1998.0,1996.0,21527.14650729216,-1996.0,1998.0,-990.9,451.7,-2286.4,2293.4,-1418.1,849.5,1,0,0,0,0,ns,1596174206
-1346738.6862473213,-1998.0,903.0,-513689.7140194252,-1998.0,1996.0,575684.5319527296,-1996.0,1998.0,-1675.6,361.2,-632.0,2252.8,-678.0,639.3,0,0,0,0,1,ns,1596174235
-13164496.652607065,-1998.0,1772.0,22984643.494872693,-1998.0,1996.0,2612602.367915201,-1996.0,1998.0,-706.6,2138.9,-2142.7,1508.2,-1015.4,576.2,0,0,0,1,0,ns,1596174274
9808989.699716708,-1998.0,1403.0,1116145.2579921319,-1789.0,1996.0,-22325570.23520863,-1996.0,1977.0,-353.7,2066.4,-976.0,1836.4,-361.5,791.0,1,0,0,0,0,ns,1596174305
-21590954.500147708,-1998.0,1071.0,-4890970.979400527,-1953.0,1996.0,-13135064.475579975,-1996.0,1998.0,-1037.1,284.6,-2293.4,2264.0,-925.8,452.2,0,0,0,0,1,ns,1596174339
-379190.9236918498,-1998.0,1391.0,81400.1974350342,-1998.0,1996.0,-309005.79383009055,-1996.0,1998.0,-816.4,208.6,-2293.4,2270.1,-247.4,698.8,0,0,1,0,0,ns,1596174366
64272129.25687932,-1998.0,1998.0,4856567.749966101,-1998.0,1996.0,-96604778.5495953,-1996.0,1998.0,-509.1,936.3,-1154.9,2002.4,-794.7,507.5,1,0,0,0,0,ns,1596174413
-4444370.327651662,-1998.0,1017.0,7801603.622504222,-1998.0,1996.0,7952770.373099164,-1996.0,1998.0,-577.8,512.6,-2293.4,2207.8,-489.7,668.3,0,0,1,0,0,ns,1596174453
-3552771.949873711,-1998.0,1173.0,1006967.1413987366,-1998.0,1949.0,-375525.10258321,-1996.0,1998.0,-528.5,1456.0,-663.8,1725.2,-819.4,653.6,0,0,0,0,1,ns,1596174486
-4424055.9734414695,-1998.0,1160.0,-662096.4306821421,-1277.0,1663.0,563061.8436000138,-1996.0,1998.0,-467.1,1395.5,-2293.4,2249.7,-1332.3,1530.6,1,0,0,0,0,ns,1596174519
-8354276.169083192,-1998.0,1998.0,182421.53262501862,-1992.0,1996.0,1183184.6116678214,-1996.0,1998.0,-488.8,1788.1,-885.6,1359.9,-961.1,1484.7,0,0,0,0,1,ns,1596174554
-696346.8479279554,-1998.0,1375.0,2468495.471558642,-1998.0,1996.0,107608.11506540602,-1996.0,1998.0,-1572.3,809.4,-2292.2,2270.8,-639.9,348.3,0,0,0,1,0,ns,1596174591
-2450340.944444459,-1998.0,1998.0,-641046.2916666686,-1998.0,1996.0,-1544381.9583333384,-1996.0,1998.0,-489.0,796.2,-751.9,2256.8,-1247.1,649.4,0,0,0,1,0,ns,1596174622
-28850556.73324723,-1998.0,1081.0,-3056246.524689272,-1918.0,1996.0,17925654.908617847,-1996.0,1998.0,-1852.9,479.0,-1557.5,2279.2,-507.0,776.7,1,0,0,0,0,ns,1596174654
933641.3118772404,-1998.0,1340.0,4757869.107171103,-1026.0,1949.0,-9066078.773897776,-1996.0,1998.0,-449.2,970.2,-2218.0,2232.1,-592.0,1608.6,0,0,0,1,0,ns,1596174692
6522659.2238520365,-1998.0,1907.0,3537820.0726220114,-1998.0,1990.0,-693938.7560903628,-1996.0,1853.0,-483.6,333.4,-2286.0,2293.4,-526.1,707.4,1,0,0,0,0,ns,1596174723
-3116976.416021286,-1998.0,970.0,10704103.283849714,-1998.0,1967.0,-925662.5118189122,-1996.0,1998.0,-489.0,1918.3,-2276.7,1171.6,-640.1,1002.1,1,0,0,0,0,ns,1596174758
-31032.294019996712,-1998.0,1352.0,2109111.0458699907,-1998.0,1996.0,-3257438.9243702013,-1996.0,1998.0,-982.8,262.7,-2292.2,1999.6,-1019.2,834.6,0,0,0,1,0,ns,1596174789
-3077023.381447162,-1998.0,1387.0,2225944.868729556,-1954.0,1996.0,-720776.522782719,-1996.0,1941.0,-1234.2,1338.8,-1708.0,2293.4,-943.7,852.4,1,0,0,0,0,ns,1596174835
8549208.702130068,-1998.0,1785.0,1951368.1237622835,-1414.0,1996.0,-60393317.00623736,-1996.0,1998.0,-507.1,395.6,-1106.9,2047.9,-718.2,269.6,1,0,0,0,0,ns,1596174871
-1922379.9673775285,-1998.0,1519.0,1656459.0451824581,-1998.0,1996.0,124032.63660020928,-1996.0,1998.0,-924.1,2231.6,-1080.3,1421.9,-1375.3,1771.0,0,0,1,0,0,ns,1596174908
-33193.85682191764,-1998.0,1435.0,4405379.870625523,-1998.0,1996.0,-1953090.6697138075,-1996.0,1998.0,-1205.9,535.7,-1513.6,2286.2,-1064.8,385.9,1,0,0,0,0,ns,1596174944
31765192.7671577,-1998.0,1276.0,8381313.761987835,-1601.0,1996.0,-30970564.396288615,-1996.0,1998.0,-288.8,1700.7,-546.4,2051.2,-991.2,1994.6,1,0,0,0,0,ns,1596174977
4389685.440476197,-1998.0,1025.0,-5834333.718253959,-1998.0,1975.0,4084281.708333333,-1996.0,1998.0,-1405.4,407.2,-1283.8,2293.4,-692.6,556.7,0,0,1,0,0,ns,1596175013
-458716.9976318112,-1998.0,1121.0,1841635.710760636,-1998.0,1996.0,-3718254.8981950674,-1996.0,1998.0,-2056.3,810.1,-1189.3,2293.4,-633.6,542.1,1,0,0,0,0,ns,1596175047
-15039061.279181264,-1998.0,1618.0,-1162840.271471891,-1500.0,1988.0,8706791.833202288,-1996.0,1998.0,-1019.3,1702.1,-2014.6,1722.6,-952.8,944.5,0,0,1,0,0,ns,1596175083
1263591.0752463373,-1998.0,1354.0,6657558.497746617,-1499.0,1968.0,-5804721.081571812,-1996.0,1998.0,-1171.5,619.2,-1380.7,2293.4,-994.5,355.0,1,0,0,0,0,ns,1596175118
11674215.649961095,-1998.0,1191.0,9868285.44025742,-1998.0,1996.0,-3300476.6389192757,-1996.0,1998.0,-736.4,538.8,-2293.4,2063.3,-1117.8,431.6,0,0,0,0,1,ns,1596175156
-30554192.888453044,-1998.0,1354.0,1090763.8334718538,-1945.0,1914.0,17671332.995377466,-1996.0,1998.0,-669.2,343.5,-1181.5,2286.9,-1025.7,650.2,0,0,0,1,0,ns,1596175197
-7107604.484713117,-1998.0,1369.0,-74148.98161952454,-1619.0,1996.0,-11500044.683787249,-1996.0,1998.0,-465.9,1105.3,-1821.8,2290.2,-1312.9,1695.0,1,0,0,0,0,ns,1596175232
6470152.346511688,-1998.0,1316.0,716892.6438531117,-1998.0,1993.0,5197739.524214271,-1996.0,1998.0,-1086.1,236.9,-2293.4,2263.9,-743.1,828.2,0,1,0,0,0,ns,1596175266
-4748406.305362016,-1998.0,1479.0,7799315.11041859,-1998.0,1996.0,7406159.2584831845,-1996.0,1998.0,-649.8,890.5,-1529.0,2274.2,-553.8,272.1,1,0,0,0,0,ns,1596175306
-28027157.04145575,-1998.0,1503.0,10271594.973365502,-1615.0,1996.0,7817318.376583971,-1996.0,1998.0,-1245.7,800.0,-1478.3,2268.8,-823.9,574.4,1,0,0,0,0,ns,1596175343
706100.6443093027,-1998.0,1494.0,3651118.5033868393,-1948.0,1996.0,-1600989.1768621982,-1996.0,1998.0,-1557.7,440.7,-2288.8,1522.6,-1244.0,468.0,0,0,0,1,0,ns,1596175386
-21502521.910738554,-1651.0,484.0,8334274.911524164,-328.0,1974.0,-47977167.64101373,-1368.0,806.0,-140.6,125.8,-260.7,286.1,-124.2,105.8,1,0,0,0,0,ns,1596175455
-179620.1010542394,-1998.0,1092.0,1749769.7817226013,-328.0,1996.0,-164116.53037470195,-1996.0,1998.0,-300.3,718.9,-1331.8,1956.5,-690.4,320.4,1,0,0,0,0,ns,1596175492
-3960259.7496953253,-1998.0,1297.0,5453575.053670271,-1953.0,1996.0,1842959.689514388,-1996.0,1998.0,-1303.9,233.6,-2251.1,2045.1,-842.7,249.9,0,0,0,1,0,ns,1596175525
16042503.637444722,-1998.0,1224.0,12211387.290159337,-1940.0,1996.0,-9131150.874848206,-1996.0,1998.0,-608.0,346.3,-2293.4,2293.4,-436.3,736.0,1,0,0,0,0,ns,1596175575
-253890.78450684424,-1998.0,1233.0,1305864.9671796167,-1998.0,1442.0,35118.442042225666,-1996.0,1998.0,-1111.9,426.2,-2293.4,2027.6,-777.6,1006.6,1,0,0,0,0,ns,1596175612
398492.8661844132,-1998.0,1108.0,-4198790.099667875,-1998.0,1995.0,13361467.013479242,-1996.0,1998.0,-1245.7,503.5,-2293.4,2074.8,-950.6,433.2,1,0,0,0,0,ns,1596175652
-28226725.091439016,-1998.0,1166.0,1434713.2862827433,-1148.0,1762.0,-7963490.492449584,-1996.0,1998.0,-674.4,2179.3,-2158.5,1288.8,-979.5,1695.2,0,0,0,0,1,ns,1596175692
-18801722.46450147,-1998.0,1527.0,1553310.8630825058,-1398.0,1996.0,-2676379.6195942503,-1996.0,1957.0,-256.9,2025.7,-883.4,2094.8,-849.2,1742.6,1,0,0,0,0,ns,1596175729
-9980743.49796021,-1998.0,1045.0,1769139.9277680984,-1985.0,1587.0,-7403758.815019433,-1996.0,1998.0,-543.4,1904.5,-2286.1,2041.5,-1244.3,1935.4,1,0,0,0,0,ns,1596175768
2425092.8765347623,-1998.0,1961.0,5476779.294476677,-1665.0,1996.0,-14382318.966957105,-1996.0,1998.0,-703.2,1582.2,-1361.4,2140.1,-1216.8,1733.4,1,0,0,0,0,ns,1596175806
-23312733.90857482,-1998.0,1342.0,2999332.345887457,-1998.0,1996.0,1890008.3439872526,-1996.0,1870.0,-1273.0,565.1,-1425.7,2290.2,-415.5,244.4,0,0,0,1,0,ns,1596175842
21912079.552266683,-1998.0,1238.0,-27312452.688102737,-1520.0,1996.0,-11529292.998697143,-1996.0,1998.0,-1893.8,169.1,-2293.4,1771.1,-617.2,267.8,0,0,1,0,0,ns,1596175879
14893454.90712276,-1998.0,1998.0,3368920.4616257944,-1998.0,1996.0,5125023.032761928,-1996.0,1998.0,-516.8,2232.0,-970.8,1043.9,-1470.7,1536.5,1,0,0,0,0,ns,1596175921
-12687939.761904746,-1998.0,1512.0,-3440115.5297619263,-1124.0,1996.0,7869024.472222222,-1996.0,1998.0,-514.3,1947.6,-545.8,2185.2,-325.8,1252.3,0,1,0,0,0,ns,1596175961
-46977233.56990071,-1998.0,1390.0,11926079.139875915,-1946.0,1995.0,22122480.72890102,-1996.0,1946.0,-308.1,858.2,-2253.0,2293.4,-338.7,536.4,0,0,0,1,0,ns,1596176017
-362884.44121784385,-1998.0,1863.0,1734862.8915590285,-1933.0,1996.0,-402052.55944523786,-1996.0,1998.0,-1706.6,449.8,-320.0,2290.8,-882.5,359.5,1,0,0,0,0,ns,1596176054
