int_ax,ax_min,ax_max,int_ay,ay_min,ay_max,int_az,az_min,az_max,gyr_x_min,gyr_x_max,gyr_y_min,gyr_y_max,gyr_z_min,gyr_z_max,make,left,right,short,long,suggestion,file_name
2030453.2559895068,-1363.0,1874.0,-132752833.16534036,-365.0,1996.0,25498013.06305173,-1996.0,1032.0,-212.5,720.6,-370.3,308.1,-130.0,152.3,0,0,0,0,1,ns,1596171008
-275090.71509216586,-1998.0,1998.0,1041078.4446396569,-1367.0,1996.0,-52453.250848054275,-1996.0,1998.0,-405.6,2113.4,-909.2,2293.4,-153.9,877.1,1,0,0,0,0,ns,1596171032
0.0,-471.0,-471.0,0.0,826.0,826.0,0.0,-228.0,-228.0,-0.2,-0.2,1.0,1.0,0.8,0.8,1,0,0,0,0,ns,1596172554
84650000.2084939,-1998.0,1537.0,-35717252.949750416,-1998.0,1996.0,5092897.634894781,-1996.0,1998.0,-1630.4,545.2,-995.3,2165.6,-857.0,502.9,1,0,0,0,0,ns,1596172607
142256.88428059398,-1998.0,1664.0,693353.9486687148,-1307.0,1993.0,-151109.04326676906,-1996.0,1998.0,-350.6,2165.1,-451.2,1612.6,-926.1,1568.8,1,0,0,0,0,ns,1596172626
-44637.35119047619,-1988.0,941.0,11033.623168498169,67.0,1538.0,-19635.8489010989,-1810.0,-138.0,-10.0,201.2,-203.7,31.9,-122.0,106.2,0,0,0,1,0,ns,1596172651
60730561.53692547,-1449.0,-685.0,-20857014.02712002,-140.0,390.0,29382293.662211124,-685.0,41.0,-42.9,87.5,-68.3,96.1,-53.9,50.0,1,0,0,0,0,ns,1596172707
-292966.25396825396,-1998.0,1186.0,576174.8035714285,-1103.0,1933.0,90762.60912698411,-1996.0,1998.0,-533.7,2083.4,-2262.9,1439.6,-1052.9,1777.2,1,0,0,0,0,ns,1596172728
-587674.9166666666,-1998.0,1631.0,1596963.4444444445,-1998.0,1996.0,-200952.18055555556,-1996.0,1998.0,-481.3,513.0,-628.7,1588.5,-1206.4,392.6,1,0,0,0,0,ns,1596172748
-4310911.59403564,-1998.0,1591.0,1270356.6353339322,-1998.0,1996.0,5551241.071716087,-1996.0,1998.0,-1764.8,518.2,-2239.2,2172.5,-837.2,331.9,1,0,0,0,0,ns,1596172768
-16336967.144330898,-1998.0,953.0,-20951495.19145244,-1003.0,1996.0,-13039213.919097554,-1996.0,929.0,-240.5,663.3,-302.9,500.5,-244.7,420.1,1,0,0,0,0,ns,1596172818
112303.97124183006,-1998.0,1129.0,501086.3223856209,-1998.0,1415.0,-380633.70457516337,-1996.0,1998.0,-1628.0,421.1,-2232.8,1892.4,-605.4,703.2,1,0,0,0,0,ns,1596172842
-242013.75299856786,-1998.0,1779.0,2098125.872389307,-1998.0,1996.0,794705.594850221,-1996.0,1998.0,-315.9,1424.7,-322.1,1822.9,-829.0,399.9,0,0,0,1,0,ns,1596172863
-3011390.336879787,-1998.0,585.0,1134387.5393717391,-964.0,1996.0,-239510.79370629386,-1527.0,1998.0,-183.1,684.2,-372.3,337.8,-211.8,296.5,0,0,1,0,0,ns,1596172904
-102755.60643424036,-1998.0,1169.0,589042.1112528344,-1998.0,1996.0,37821.29754818593,-1996.0,1998.0,-544.3,369.8,-2286.2,1863.0,-582.6,489.1,0,0,1,0,0,ns,1596172923
-4416100.830840848,-1998.0,1014.0,1290080.0290000602,-906.0,1996.0,1494295.9919211837,-1711.0,1651.0,-720.5,478.1,-323.8,407.4,-191.7,354.0,0,0,0,1,0,ns,1596172963
-103588.50404606287,-1998.0,1107.0,970487.6325863679,-1998.0,1996.0,23400.736539060075,-1996.0,1900.0,-455.0,432.5,-1116.7,2098.1,-633.8,401.8,1,0,0,0,0,ns,1596172994
-123862055.54433465,-1998.0,1099.0,113210879.31815496,-1998.0,1996.0,26479619.573782988,-1996.0,1993.0,-1522.5,456.4,-2293.4,2232.2,-1537.4,541.8,0,0,0,0,1,ns,1596173025
-5231817.790537202,-1998.0,1312.0,2634192.5437903358,-1998.0,1996.0,2134538.814733529,-1996.0,1998.0,-1041.1,510.7,-1648.6,2075.4,-763.5,671.6,1,0,0,0,0,ns,1596173055
-1129064.1445588183,-1998.0,1195.0,1512699.5642993615,-1733.0,1996.0,6435240.611941306,-1996.0,1998.0,-1639.6,358.2,-1036.5,2246.3,-521.5,644.2,1,0,0,0,0,ns,1596173089
-86737.76904761903,-1998.0,1414.0,713710.469047619,-1998.0,1996.0,-43096.959523809506,-1996.0,1759.0,-765.3,1253.9,-1786.3,2255.8,-1306.4,374.8,1,0,0,0,0,ns,1596173118
-466027.9213807025,-1998.0,1455.0,3384637.239817908,-1330.0,1996.0,-627958.4455574807,-1554.0,1452.0,-506.4,206.5,-194.6,344.8,-271.3,111.3,1,0,0,0,0,ns,1596173161
-344222.3129557533,-1998.0,1398.0,853771.2222222221,-1998.0,1996.0,-3917.6626035100726,-1996.0,1808.0,-1561.9,678.0,-1433.8,2245.6,-1017.5,614.4,1,0,0,0,0,ns,1596173184
-293891.03222337243,-1998.0,1366.0,2103921.222831838,-1998.0,1996.0,-59398.74627904302,-1996.0,1998.0,-949.7,381.5,-2267.3,2105.1,-333.9,310.2,0,0,0,0,1,ns,1596173216
-4490088.1265368555,-1998.0,1330.0,983459.1804274323,-1998.0,1996.0,3783408.408980624,-1996.0,1983.0,-457.1,1486.4,-257.8,2182.6,-1155.1,446.6,0,0,1,0,0,ns,1596173240
-645512.8440908925,-1998.0,1313.0,1699330.558983017,-1998.0,1967.0,-469737.17478490155,-1996.0,1998.0,-1101.8,468.8,-1849.6,2288.4,-1185.1,715.4,0,0,1,0,0,ns,1596173269
-1469701.2339522864,-1998.0,1653.0,2969920.502977013,-1998.0,1996.0,-679663.6788484296,-1996.0,1998.0,-2078.2,393.0,-583.7,2279.5,-1212.4,603.6,1,0,0,0,0,ns,1596173303
9239063.591248779,-1998.0,1688.0,-4016708.003320994,-1764.0,1996.0,-14550916.456600146,-1996.0,1998.0,-838.9,1330.1,-2293.4,2175.3,-1052.1,1823.2,0,0,0,0,1,ns,1596173330
-3137014.4234651765,-1998.0,1457.0,2549108.986157364,-1843.0,1996.0,-1857521.0158563603,-1996.0,1998.0,-307.0,1530.6,-1757.3,2234.5,-1296.1,538.2,0,0,0,0,1,ns,1596173360
-556877.0712041948,-1998.0,1325.0,1952960.304382388,-1966.0,1996.0,-506278.988104212,-1996.0,1998.0,-506.5,2239.0,-1348.5,1269.1,-1044.4,1078.4,0,0,1,0,0,ns,1596173387
-8529040.313988358,-1998.0,1152.0,5123837.6959197875,-1998.0,1996.0,-6209016.542153931,-1996.0,1998.0,-1389.0,530.9,-2293.4,1981.7,-950.8,914.3,0,0,1,0,0,ns,1596173414
2306108.3294023178,-1998.0,1508.0,2182070.2440612568,-893.0,1996.0,-3582098.2726618024,-1996.0,1998.0,-430.3,1365.3,-845.6,1573.7,-610.9,516.7,1,0,0,0,0,ns,1596173440
2193269.803642918,-1998.0,1787.0,7564516.539056228,-1998.0,1996.0,-207887.114435784,-1996.0,1998.0,-885.1,526.8,-1959.5,2293.4,-1239.4,556.0,0,0,0,1,0,ns,1596173466
2257704.107511062,-1998.0,304.0,2004225.8254243587,-1125.0,1440.0,304332.10640169244,-1963.0,1004.0,-217.9,165.4,-432.6,447.5,-253.1,357.3,0,0,0,1,0,ns,1596173524
-490774.8488409738,-1998.0,1316.0,1160425.8694554432,-1998.0,1996.0,57309.61707299549,-1996.0,1998.0,-1147.4,487.4,-2167.4,2293.4,-1586.2,487.0,1,0,0,0,0,ns,1596173552
-800727.678158275,-1998.0,1495.0,218981.36616889172,-1944.0,1996.0,1749306.1980126847,-1996.0,1998.0,-791.6,1548.0,-2293.4,1368.3,-1030.4,500.5,1,0,0,0,0,ns,1596173576
1001962.8671962379,-1998.0,1656.0,-1852618.6734863566,-1543.0,1996.0,2004353.53039337,-1996.0,1240.0,-330.1,413.6,-1575.9,592.9,-392.0,370.0,1,0,0,0,0,ns,1596173619
-352338.5089763419,-1998.0,1943.0,1112529.0293531748,-1998.0,1594.0,-260736.7501509599,-1996.0,1998.0,-323.8,1846.5,-1080.6,2273.3,-505.8,1148.2,0,0,0,0,1,ns,1596173651
-2196246.9406109033,-1998.0,1028.0,5923806.386113991,-1246.0,1847.0,-3150199.89899862,-1648.0,1102.0,-228.9,503.7,-793.2,258.3,-102.2,212.5,0,1,0,0,0,ns,1596173687
-462168.535319395,-1998.0,1190.0,1510867.4993876694,-1998.0,1980.0,-589303.3124418544,-1996.0,1998.0,-1446.1,591.0,-1478.3,2270.8,-899.0,434.4,0,0,1,0,0,ns,1596173721
