time,wx,wy,wz
65972,-2.1,1.7,0.0
65982,-1.3,-1.6,1.1
65988,-0.9,-1.0,2.6
66001,-0.5,1.9,0.2
66007,-1.4,4.2,-0.4
66022,-0.9,4.0,-0.2
66031,-1.3,0.0,0.7
66038,-1.3,1.3,0.9
66045,-1.1,1.1,0.7
66051,0.0,1.2,0.5
66062,-0.7,-0.3,1.8
66068,-1.0,0.6,1.4
66074,-1.4,1.7,1.1
66080,-0.3,1.5,0.2
66087,-1.4,2.6,0.7
66093,-1.4,1.1,1.3
66099,-2.0,1.8,0.1
66105,0.0,0.7,-0.2
66112,-1.1,1.4,0.0
66118,-2.9,0.4,0.3
