time,ax,ay,az
41471,-471,667,-518
41585,-462,688,-534
41591,-480,673,-521
41597,-469,668,-524
41603,-472,675,-520
41610,-476,669,-520
41616,-492,679,-526
41622,-487,661,-521
41628,-465,690,-516
41635,-463,695,-515
41641,-482,669,-511
41647,-480,669,-518
41653,-481,682,-524
41660,-487,681,-523
41666,-492,669,-521
41672,-474,666,-516
41678,-472,676,-515
41685,-486,684,-511
41691,-489,689,-520
41697,-473,671,-516
