time,wx,wy,wz
43682,156.8,245.2,-9.5
43688,159.2,336.3,-36.1
43694,260.0,371.0,-10.5
43700,139.5,342.7,-76.5
43707,96.3,280.5,-50.1
43713,94.5,78.9,103.4
43719,130.9,2.1,94.6
43725,68.1,-55.3,56.4
43732,140.7,3.2,109.2
43738,95.9,10.0,70.0
43744,124.6,19.9,87.2
43750,132.7,4.8,62.7
43757,103.6,1.2,-8.7
43763,70.6,-30.5,-29.5
43769,88.2,16.5,-29.2
43775,141.8,14.6,-36.8
43782,124.5,46.2,-31.0
43788,68.3,20.5,25.0
43794,43.0,-23.7,42.8
43800,38.6,-24.0,58.3
