time,ax,ay,az
32788,-428,820,-354
32795,-422,825,-356
32801,-405,847,-354
32807,-413,817,-341
32813,-414,813,-338
32820,-400,806,-343
32826,-408,810,-337
32832,-418,820,-328
32838,-420,824,-328
32845,-418,815,-339
32851,-410,812,-341
32857,-402,819,-345
32863,-413,825,-337
32870,-414,833,-343
32876,-413,844,-347
32882,-428,801,-336
32888,-403,826,-342
32895,-421,820,-344
32901,-414,813,-339
32907,-404,829,-351
