time,wx,wy,wz
64335,100.5,-34.0,4.5
64341,95.9,-6.8,-10.9
64347,91.5,-17.4,8.5
64354,52.9,-22.1,4.5
64360,22.2,-35.1,0.3
64366,38.6,-61.5,4.4
64372,-11.6,4.9,5.8
64588,17.7,89.5,-27.6
64594,61.2,88.7,-19.9
64600,57.0,54.0,-28.5
64607,44.2,30.5,-54.8
64613,57.9,51.8,-74.6
64619,42.7,66.0,-73.5
64625,44.2,27.2,-32.6
64632,51.5,-9.8,20.8
64638,-22.0,3.8,46.4
64644,-68.5,-23.1,-5.6
64844,-108.4,-46.1,38.4
64850,-286.6,-88.6,30.3
64857,-243.5,-108.5,52.9
