time,ax,ay,az
58335,-28,865,-63
58341,12,209,145
58347,3,-41,269
58354,265,40,209
58360,-40,307,323
58366,491,123,222
58372,582,201,195
58379,971,507,795
58385,869,396,-175
58391,1534,212,359
58397,1180,-24,73
58404,1216,26,-427
58410,757,-17,550
58610,-575,1035,95
58616,-404,536,83
58622,-315,1111,28
58629,-197,835,145
58635,-243,742,228
58641,-230,802,258
58647,-132,971,297
