time,wx,wy,wz
20408,1.1,2.0,0.0
20447,-1.8,1.5,2.6
20455,-2.2,-2.8,1.1
20483,-2.3,1.6,0.1
20489,0.0,2.1,-0.5
20495,-0.7,2.7,-0.1
20501,-3.2,3.9,0.4
20508,-1.8,4.3,0.0
20514,-2.8,0.0,-1.1
20520,-2.8,1.4,-1.9
20526,-2.1,6.4,0.0
20533,-1.8,2.9,1.0
20539,-1.1,-2.9,-1.5
20545,-1.9,-1.6,-0.4
20551,-2.8,-1.6,1.1
20558,-2.2,-3.3,0.3
20564,-1.6,0.2,-0.7
20570,-1.7,2.3,-0.4
20576,-2.5,-0.6,0.2
20583,-3.4,2.8,0.4
