time,ax,ay,az
30188,-418,894,96
30194,-397,883,85
30200,-400,906,87
30207,-420,899,94
30213,-408,890,94
30219,-402,894,83
30225,-409,873,95
30232,-408,892,85
30238,-411,909,88
30244,-403,891,92
30250,-402,888,89
30257,-406,891,88
30263,-414,885,98
30269,-413,912,83
30275,-415,889,86
30282,-415,876,83
30288,-420,902,85
30294,-414,899,95
30300,-398,888,88
30307,-385,877,92
