time,wx,wy,wz
45444,0.5,2.3,2.3
45450,-1.6,-0.3,0.9
45456,-2.5,1.6,0.7
45462,-1.4,3.2,0.1
45469,-1.0,1.4,0.4
45475,-1.3,3.3,0.7
45481,-2.0,-1.5,0.8
45487,-1.8,1.8,0.7
45494,-1.1,-1.1,0.5
45500,-1.4,-0.4,0.2
45506,-1.8,0.2,0.0
45512,-1.7,0.3,0.0
45519,0.0,0.9,-1.2
45525,0.1,3.0,-0.7
45531,-1.9,8.1,-1.6
45537,-3.7,2.0,-1.9
45544,-1.6,7.0,-1.0
45550,-0.9,-0.3,-0.8
45556,-0.1,-6.0,-1.0
45562,2.1,-2.1,1.3
