time,wx,wy,wz
68002,-4.6,1.3,0.9
68023,-2.2,0.9,-0.2
68072,-2.5,0.9,-0.2
68079,-0.9,1.0,-0.6
68085,-1.5,1.2,1.1
68091,-1.9,0.0,0.6
68097,-1.6,0.1,-0.5
68104,-0.1,1.2,-0.2
68110,1.4,1.3,1.0
68116,-1.4,0.0,1.4
68122,-2.9,-0.4,1.6
68129,-0.1,1.0,1.1
68135,-0.6,-1.1,-0.7
68141,-1.8,0.7,0.0
68147,-1.5,2.4,0.4
68154,-0.9,2.9,-0.2
68160,-0.4,0.9,-0.2
68166,-1.3,-1.1,1.8
68172,-2.2,1.3,0.5
68179,-0.5,0.5,-1.2
