time,wx,wy,wz
9363,-2.2,0.8,0.9
9370,-2.8,-0.1,0.1
9376,-1.0,1.9,-0.4
9382,-0.9,1.1,-0.8
9388,-3.1,2.5,-1.1
9395,-1.7,1.9,0.2
9401,-2.1,1.8,1.4
9407,-1.5,0.9,1.8
9413,-2.3,1.0,1.0
9420,-0.3,1.7,0.7
9426,-1.1,-0.7,1.1
9432,-1.6,0.2,0.9
9438,-1.6,3.0,1.4
9445,-0.9,4.3,1.1
9451,-2.5,1.1,0.6
9457,-1.5,1.2,1.3
9463,-1.3,2.1,1.0
9470,-1.8,2.3,0.4
9476,-1.5,1.8,0.4
9482,-0.4,1.6,0.2
