time,ax,ay,az
68002,-382,833,-371
68023,-366,830,-355
68072,-371,824,-346
68079,-373,835,-356
68085,-375,828,-350
68091,-378,826,-344
68097,-374,818,-355
68104,-378,826,-343
68110,-375,830,-349
68116,-384,843,-354
68122,-387,825,-344
68129,-376,823,-352
68135,-385,845,-348
68141,-363,833,-345
68147,-360,822,-344
68154,-376,826,-350
68160,-385,845,-351
68166,-386,834,-348
68172,-378,832,-348
68179,-376,821,-350
