time,wx,wy,wz
52075,-1.9,1.8,-2.7
52110,-1.4,3.7,-1.1
52117,-2.0,3.8,-0.7
52123,0.0,2.4,-0.2
52129,-1.6,2.1,-0.4
52135,-3.8,2.6,0.2
52142,-2.5,1.4,0.8
52148,-2.3,1.5,-0.1
52154,-1.4,1.8,0.3
52160,-2.8,2.2,1.4
52167,-4.6,1.5,0.9
52173,-1.9,0.2,1.0
52179,-0.6,0.0,0.9
52185,0.5,0.9,0.5
52192,-0.5,3.0,0.4
52198,-2.5,3.2,0.3
52204,-1.4,2.0,0.7
52210,0.9,2.5,0.7
52217,-0.5,3.7,2.1
52223,-1.8,2.3,1.2
