time,ax,ay,az
30546,455,808,-374
30552,424,786,-358
30569,426,800,-361
30587,426,796,-348
30597,445,804,-358
30604,434,780,-357
30625,434,810,-358
30632,423,786,-343
30639,436,775,-357
30651,418,781,-342
30658,433,773,-346
30674,441,808,-357
30681,429,796,-347
30687,427,792,-343
30694,456,784,-355
30700,417,785,-344
30706,440,785,-350
30712,443,787,-349
30719,428,797,-346
30725,437,802,-352
