time,wx,wy,wz
26366,-1.5,-1.4,0.4
26372,-6.5,3.2,2.3
26435,-2.9,0.8,-0.2
26441,-2.6,-3.6,0.9
26448,-1.2,5.9,1.4
26454,-0.7,-6.1,2.5
26460,0.4,3.4,2.7
26466,0.4,-0.6,2.5
26473,-1.3,0.9,0.7
26479,-2.3,1.7,0.5
26485,-0.5,-4.9,0.4
26491,1.1,6.3,0.6
26498,1.3,2.5,1.4
26504,-2.2,-1.4,0.4
26510,-3.2,1.3,0.7
26516,-1.1,-0.4,0.7
26523,-1.8,3.7,1.4
26529,-1.5,-4.4,3.1
26535,-0.7,3.6,2.5
26541,-1.1,-0.4,1.4
