time,ax,ay,az
51899,-341,543,-716
51905,-344,560,-722
51913,-344,582,-722
51919,-341,564,-713
51925,-341,558,-716
51931,-342,570,-716
51938,-333,565,-715
51944,-342,583,-716
51950,-332,568,-721
51956,-349,546,-713
51963,-326,563,-718
51969,-350,579,-724
51975,-334,567,-721
51981,-340,560,-718
51988,-337,574,-720
51994,-332,564,-722
52000,-336,572,-719
52006,-337,574,-722
52013,-344,553,-720
52019,-331,563,-726
