time,wx,wy,wz
17765,0.3,-0.4,1.8
17771,-0.7,2.9,1.6
17777,-0.7,1.4,1.0
17783,-1.4,0.2,1.0
17790,-1.4,0.3,2.2
17796,0.0,3.3,2.3
17802,-1.5,2.5,2.9
17808,-2.6,-0.2,2.5
17815,-0.2,0.7,0.9
17821,-0.8,-1.3,2.5
17827,0.4,0.9,2.1
17833,-0.7,1.4,2.0
17840,1.0,-1.9,2.8
17846,0.4,5.1,0.8
17852,-1.4,1.1,1.8
17858,0.2,-2.4,2.9
17865,1.8,0.9,1.4
17871,0.6,1.7,1.1
17877,1.0,1.8,2.1
17883,0.0,3.0,0.7
