time,ax,ay,az
12828,-205,827,-475
12848,-190,817,-458
12854,-182,819,-466
12860,-180,869,-483
12867,-205,844,-475
12873,-186,808,-456
12879,-195,816,-460
12885,-185,836,-473
12892,-191,829,-468
12898,-191,818,-462
12904,-196,846,-469
12910,-193,826,-460
12917,-197,834,-459
12923,-174,840,-466
12929,-197,825,-462
12935,-195,830,-461
12942,-190,841,-470
12948,-193,823,-453
12954,-183,831,-464
12960,-196,831,-468
