time,wx,wy,wz
12828,-2.1,9.1,-0.2
12848,-1.1,0.0,-1.1
12854,1.9,4.0,0.0
12860,0.7,-3.2,-1.3
12867,-5.6,7.2,0.5
12873,-5.6,-3.3,-0.2
12879,-2.9,4.3,-1.4
12885,-2.8,1.9,-0.6
12892,-3.3,1.8,0.4
12898,-2.3,0.4,1.1
12904,-0.7,2.4,0.9
12910,-1.6,0.9,0.0
12917,-1.5,1.0,-0.7
12923,-1.1,0.6,0.0
12929,-2.1,2.9,0.5
12935,-0.4,0.4,-0.4
12942,-1.6,1.2,0.4
12948,-2.5,0.3,1.2
12954,-1.8,1.4,0.4
12960,-1.6,1.7,1.2
