time,wx,wy,wz
15557,0.4,6.6,-1.4
15563,-0.4,2.3,0.2
15607,-0.9,2.9,0.0
15614,-1.1,1.1,1.6
15620,0.0,-2.9,0.7
15626,-1.0,-1.6,0.5
15632,-1.3,-1.3,-0.1
15639,-1.9,6.0,-0.1
15645,-2.9,0.5,0.0
15651,-1.5,1.4,-0.1
15657,-2.2,4.2,-0.4
15664,-2.8,6.0,1.1
15670,-1.6,0.1,1.3
15676,-1.7,-0.9,1.1
15682,-0.7,6.1,2.4
15689,-1.0,3.9,2.5
15695,-1.3,3.2,3.2
15701,-1.4,1.8,2.9
15707,-1.0,1.7,0.8
15714,-2.8,3.7,0.3
