time,ax,ay,az
52075,-266,925,-224
52110,-269,909,-231
52117,-284,897,-229
52123,-295,898,-219
52129,-287,920,-229
52135,-292,918,-224
52142,-282,895,-234
52148,-285,888,-223
52154,-283,904,-227
52160,-282,922,-228
52167,-299,902,-216
52173,-291,889,-222
52179,-272,887,-212
52185,-265,923,-222
52192,-283,923,-225
52198,-282,907,-224
52204,-288,881,-214
52210,-269,907,-223
52217,-289,915,-231
52223,-290,899,-220
