time,wx,wy,wz
18643,-1.5,13.7,1.1
18663,-2.1,-3.2,3.3
18684,-2.6,16.3,0.7
18690,-5.7,-8.7,0.6
18696,-4.6,6.1,1.6
18703,-5.3,-2.5,2.6
18709,-3.3,-6.8,1.4
18715,-2.7,10.9,1.1
18721,-0.9,-10.9,0.1
18728,-3.2,16.3,1.2
18734,-1.4,-11.6,-1.5
18740,-1.1,5.9,2.2
18746,-1.4,-17.0,-1.3
18753,-2.8,13.5,-1.4
18759,-2.2,-7.1,0.0
18765,-2.8,6.4,1.1
18771,-2.5,-4.4,0.6
18778,-2.2,8.2,1.4
18784,-2.5,-8.4,0.7
18790,-3.3,12.4,0.1
