time,wx,wy,wz
75443,-2.0,1.0,-0.8
75457,-1.6,2.2,-0.1
75464,0.1,-0.5,-0.1
75494,-1.3,3.3,0.4
75534,-4.1,2.6,2.8
75565,-2.4,-2.1,0.0
75581,-3.3,1.8,-0.5
75587,-2.2,1.0,3.1
75593,-1.6,0.0,1.5
75600,-3.1,3.1,1.1
75606,-2.9,0.2,2.2
75612,-3.7,3.6,0.4
75618,-3.2,2.7,0.4
75625,-1.9,0.5,0.7
75631,0.0,0.2,1.1
75637,1.3,-0.4,1.3
75643,0.5,0.0,2.1
75650,-0.1,0.4,1.1
75656,-0.4,1.3,-1.0
75662,-2.9,1.8,-0.4
