time,ax,ay,az
43682,65,-20,261
43688,-585,-220,25
43694,-1128,346,37
43700,-1998,940,-397
43707,-1998,1094,-35
43713,-1798,661,80
43719,-1253,497,10
43725,-952,400,171
43732,-809,293,-23
43738,-683,388,12
43744,-722,229,-113
43750,-762,148,-300
43757,-1226,497,-747
43763,-1233,287,-988
43769,-1316,164,-1135
43775,-1210,365,-954
43782,-973,523,-334
43788,-972,413,-307
43794,-817,291,-440
43800,-638,305,-262
