time,wx,wy,wz
41471,-0.7,1.3,1.7
41585,-4.1,-3.7,0.5
41591,-4.5,-1.4,0.9
41597,-2.9,0.1,1.3
41603,-2.4,2.1,0.7
41610,-2.1,-0.4,-0.2
41616,-2.1,-1.4,0.2
41622,-1.1,4.6,0.8
41628,1.1,-1.6,-1.4
41635,-2.4,-2.7,-0.1
41641,-2.4,3.9,-0.2
41647,-1.7,3.9,-0.4
41653,-1.6,2.1,-0.4
41660,-2.3,0.9,-0.2
41666,-2.3,1.3,1.0
41672,-1.3,1.0,1.4
41678,-0.5,-0.1,0.9
41685,-0.7,2.2,1.1
41691,-1.0,3.5,1.6
41697,-1.7,-2.5,0.2
