time,ax,ay,az
10377,-147,907,236
10387,-255,975,308
10393,-137,994,301
10399,-168,917,259
10405,-152,907,278
10412,-171,911,280
10418,-182,919,302
10424,-199,912,304
10430,-181,921,296
10437,-150,940,307
10443,-174,975,302
10449,-168,971,328
10455,-201,1023,319
10462,-122,872,402
10468,-34,787,387
10474,-52,785,442
10480,31,729,505
10487,-192,588,626
10493,2,884,87
10499,17,1121,-623
