time,ax,ay,az
18643,-291,642,-679
18663,-287,628,-666
18684,-308,642,-672
18690,-278,640,-692
18696,-268,659,-677
18703,-290,643,-668
18709,-273,631,-676
18715,-281,636,-642
18721,-285,663,-665
18728,-296,648,-661
18734,-284,672,-666
18740,-278,664,-655
18746,-276,639,-668
18753,-289,674,-655
18759,-288,665,-655
18765,-294,646,-655
18771,-288,655,-650
18778,-294,674,-648
18784,-284,659,-665
18790,-313,655,-661
