time,ax,ay,az
9179,-409,664,-474
9185,-471,707,-452
9192,-492,762,-468
9198,-516,771,-479
9204,-479,728,-486
9210,-458,716,-474
9217,-438,725,-458
9223,-454,738,-452
9229,-444,733,-463
9235,-439,744,-454
9242,-439,767,-447
9248,-432,753,-466
9254,-436,730,-442
9260,-429,726,-463
9267,-433,763,-465
9273,-470,765,-447
9279,-435,747,-449
9285,-440,751,-456
9292,-442,760,-451
9298,-443,756,-439
