time,wx,wy,wz
13421,-0.4,0.7,1.1
13442,-0.9,5.0,-0.7
13463,-1.5,-2.5,-1.0
13469,-0.9,1.8,-0.7
13475,-0.4,0.2,0.0
13481,-2.3,-0.2,1.3
13488,-2.7,-1.8,1.0
13494,-2.5,-0.7,0.6
13500,-1.0,3.1,0.7
13506,-1.6,1.3,-0.4
13513,-2.3,1.8,-0.4
13519,-1.7,3.1,-0.7
13525,-1.6,2.0,-0.3
13531,-0.7,2.0,0.5
13538,-2.8,0.5,1.1
13544,-3.3,-0.3,0.3
13550,-1.4,-0.4,-0.7
13556,-2.2,2.3,-0.5
13563,-2.4,1.6,-0.4
13569,-1.8,0.4,1.0
