time,ax,ay,az
24339,143,932,-172
24345,143,937,-169
24351,146,936,-177
24357,139,934,-170
24364,136,952,-172
24370,133,963,-168
24376,130,916,-167
24382,142,934,-170
24389,140,984,-171
24395,126,970,-168
24401,119,915,-153
24407,130,921,-170
24414,141,953,-165
24420,145,929,-168
24426,152,960,-172
24432,137,952,-161
24439,146,945,-164
24445,143,929,-172
24451,146,953,-165
24457,132,944,-167
