time,wx,wy,wz
35016,-2.1,0.1,-0.2
35088,-2.5,4.5,0.9
35113,-2.8,3.2,-0.3
35120,-4.1,3.5,-0.7
35126,-3.2,-1.2,0.0
35132,-2.8,0.2,0.4
35138,-1.0,2.3,1.2
35145,-0.9,1.4,0.7
35151,-2.6,0.0,-0.1
35157,-3.6,2.3,-0.4
35163,-2.4,2.1,-0.4
35170,-1.1,-0.5,0.1
35176,-0.6,1.7,0.5
35182,-2.9,2.7,1.0
35188,-1.6,-0.4,0.9
35195,0.3,1.4,0.9
35201,-2.0,-2.3,1.1
35207,-2.4,4.8,0.7
35213,-0.9,0.2,0.4
35220,-0.2,1.3,1.6
