time,wx,wy,wz
24339,-3.2,1.5,0.1
24345,-2.5,2.4,-1.4
24351,-1.6,2.3,0.1
24357,-1.3,2.6,0.3
24364,-1.1,3.7,0.3
24370,-1.9,2.3,2.0
24376,-2.1,2.0,2.0
24382,0.2,1.8,-2.6
24389,0.0,2.3,-1.4
24395,-3.1,2.6,1.6
24401,-3.8,0.7,0.0
24407,-1.1,-1.8,-1.6
24414,-0.7,-2.0,-0.4
24420,-0.1,-2.3,0.9
24426,-1.0,0.3,0.3
24432,-1.4,1.0,1.4
24439,-3.1,0.0,-0.6
24445,-2.1,1.3,-1.5
24451,-1.1,3.4,-1.9
24457,-2.0,4.8,0.5
