time,wx,wy,wz
62170,-2.2,1.4,0.9
62205,-2.7,1.6,0.0
62231,-3.7,-1.0,-1.2
62237,-1.6,-1.5,-1.0
62244,-2.8,2.3,1.4
62250,-3.5,1.0,1.2
62256,-3.0,3.3,-0.3
62262,-1.8,3.2,0.0
62269,-0.9,3.0,-0.7
62275,0.2,5.3,1.5
62281,-1.6,6.1,0.7
62287,-1.7,0.0,-0.1
62294,-1.0,2.0,-1.8
62300,-2.7,0.9,-0.9
62306,-3.2,-2.4,0.6
62312,-2.3,0.1,0.1
62319,-1.8,-0.9,0.7
62325,-2.1,-0.4,-0.5
62331,-2.8,1.5,-0.4
62337,-1.4,2.3,0.0
