time,ax,ay,az
55713,-305,906,-210
55767,-303,906,-203
55773,-287,910,-200
55779,-287,917,-203
55785,-288,904,-200
55792,-304,898,-201
55798,-303,890,-197
55804,-277,906,-219
55810,-290,940,-204
55817,-300,914,-203
55823,-298,891,-204
55829,-274,897,-213
55835,-289,904,-207
55842,-283,912,-211
55848,-305,914,-206
55854,-302,894,-211
55860,-307,916,-210
55867,-293,930,-213
55873,-290,894,-205
55879,-299,885,-200
