time,ax,ay,az
17765,-544,669,-496
17771,-557,648,-485
17777,-540,663,-488
17783,-542,661,-487
17790,-539,640,-480
17796,-546,662,-495
17802,-549,672,-493
17808,-552,648,-486
17815,-547,649,-493
17821,-536,657,-482
17827,-550,665,-489
17833,-547,651,-485
17840,-512,649,-490
17846,-555,681,-493
17852,-547,662,-483
17858,-529,642,-485
17865,-533,647,-489
17871,-540,670,-488
17877,-532,654,-488
17883,-538,688,-503
