time,ax,ay,az
49842,-480,792,-299
49849,-461,783,-306
49855,-466,796,-307
49861,-480,797,-305
49867,-461,799,-310
49874,-460,793,-311
49880,-476,798,-303
49886,-477,805,-308
49892,-476,794,-305
49899,-473,809,-303
49905,-471,818,-304
49911,-477,801,-302
49917,-469,791,-304
49924,-472,817,-306
49930,-471,780,-297
49936,-462,807,-304
49942,-468,802,-303
49949,-483,795,-304
49955,-479,799,-312
49961,-474,809,-313
