time,wx,wy,wz
38065,-3.5,0.4,-2.5
38170,-2.1,2.7,0.4
38176,-0.8,-3.7,1.1
38182,1.4,4.6,0.9
38188,0.2,-6.4,1.6
38195,1.2,-2.9,2.1
38201,-0.2,2.9,3.2
38207,-0.2,-3.2,2.6
38213,-1.1,5.4,0.8
38220,-2.1,-1.8,0.7
38226,-2.5,1.1,0.4
38232,-1.5,-1.6,0.4
38238,-2.1,-1.4,1.9
38245,-1.4,-2.4,2.4
38251,-0.2,2.8,1.3
38257,-1.7,-2.7,1.0
38263,-0.6,3.0,0.9
38270,0.2,12.7,-2.1
38276,-2.1,6.8,-1.1
38282,-1.1,1.2,-0.9
