time,ax,ay,az
70343,300,499,-783
70364,312,475,-773
70371,316,480,-794
70392,306,485,-780
70411,309,480,-777
70418,317,477,-756
70424,318,476,-745
70432,325,516,-780
70444,321,491,-753
70458,322,494,-760
70467,325,493,-768
70493,342,501,-771
70499,331,503,-758
70506,320,512,-746
70512,334,493,-746
70518,331,488,-753
70524,324,500,-760
70531,326,497,-748
70537,321,497,-745
70543,330,514,-769
