time,wx,wy,wz
15624,-2.5,7.9,-1.8
15654,-2.3,9.0,-2.2
15660,-2.0,7.4,-3.2
15666,-4.9,3.4,-3.2
15672,-3.6,0.0,-1.6
15679,-1.2,4.4,-0.4
15685,-0.4,3.0,0.0
15691,-1.8,-0.2,0.4
15697,-1.8,0.1,-0.2
15704,-2.2,3.9,-0.7
15710,-2.5,0.0,-1.2
15716,-2.2,-0.8,0.0
15722,0.8,9.0,2.0
15729,-1.8,1.8,2.3
15735,-4.2,1.1,2.9
15741,-3.1,-1.6,1.0
15747,-2.1,-2.4,0.0
15754,-3.0,4.4,-0.8
15760,-3.0,0.5,-0.1
15766,-2.4,2.8,0.7
