time,ax,ay,az
29664,-55,881,-404
29670,-43,881,-401
29677,-43,874,-397
29683,-42,878,-400
29689,-36,886,-398
29695,-50,886,-404
29702,-52,880,-399
29708,-41,863,-397
29714,-44,880,-394
29720,-38,885,-399
29727,-49,876,-400
29733,-45,863,-393
29739,-44,871,-398
29745,-41,881,-402
29752,-42,878,-393
29758,-47,871,-404
29764,-46,888,-408
29770,-50,880,-405
29777,-43,875,-404
29783,-34,891,-405
