time,wx,wy,wz
21141,-5.6,0.1,-2.6
21147,-11.4,-5.5,-0.6
21153,-5.2,-4.7,-2.0
21159,0.5,-5.6,-0.6
21166,2.8,-3.6,0.7
21172,0.2,-2.1,1.3
21178,0.3,-5.3,0.1
21184,-0.2,-1.2,-0.8
21191,-0.6,-1.8,-0.3
21197,3.2,1.1,-0.2
21203,3.0,5.3,-1.1
21209,0.2,1.5,0.6
21216,1.1,-0.5,1.8
21222,0.7,-1.1,0.5
21228,1.1,3.6,-0.7
21234,0.8,4.5,0.5
21241,1.0,3.0,2.2
21247,3.1,1.0,1.8
21253,4.2,2.1,-1.3
21259,4.6,0.5,1.8
