time,wx,wy,wz
15757,-1.1,1.9,-0.3
15763,-1.5,0.5,0.0
15770,-1.8,3.9,0.7
15776,-1.8,-1.9,0.7
15782,-0.6,4.9,0.0
15788,0.0,2.1,0.5
15795,-1.6,0.4,0.9
15801,-2.2,2.9,0.0
15807,-0.1,2.6,0.7
15813,0.2,1.6,1.4
15820,-0.6,-5.7,2.6
15826,-0.9,4.3,3.6
15832,-1.1,0.0,3.5
15838,-0.7,-1.2,3.5
15845,-0.4,0.0,2.9
15851,-0.1,-2.0,3.2
15857,-0.9,-3.5,2.8
15863,-0.9,-1.9,2.5
15870,-1.1,-3.7,1.5
15876,-2.3,-3.1,0.7
