time,ax,ay,az
20408,-349,845,-351
20447,-352,860,-347
20455,-323,855,-339
20483,-320,835,-327
20489,-329,842,-333
20495,-334,882,-346
20501,-346,851,-338
20508,-325,871,-346
20514,-315,874,-348
20520,-346,851,-336
20526,-358,851,-340
20533,-344,847,-340
20539,-333,854,-336
20545,-336,860,-338
20551,-345,856,-335
20558,-334,840,-337
20564,-354,845,-336
20570,-348,852,-331
20576,-326,857,-340
20583,-333,836,-338
