time,ax,ay,az
38065,-408,639,-604
38170,-436,632,-610
38176,-444,614,-610
38182,-445,629,-615
38188,-438,632,-598
38195,-428,642,-591
38201,-425,642,-592
38207,-429,646,-596
38213,-436,650,-599
38220,-436,656,-612
38226,-451,625,-608
38232,-432,635,-605
38238,-435,635,-601
38245,-428,628,-589
38251,-435,640,-601
38257,-423,639,-590
38263,-405,625,-581
38270,-459,654,-598
38276,-432,639,-609
38282,-444,625,-613
