time,wx,wy,wz
70343,-1.8,-0.9,0.2
70364,-0.2,2.5,1.3
70371,-3.1,4.7,0.1
70392,-4.0,4.7,1.7
70411,-4.0,5.0,1.4
70418,-1.8,6.0,1.0
70424,-1.0,1.6,-0.7
70432,-4.0,5.3,2.5
70444,-1.8,1.5,-1.5
70458,0.0,0.9,0.8
70467,-0.3,1.6,0.0
70493,-2.1,2.9,1.3
70499,-2.6,4.7,0.5
70506,-2.8,3.4,0.0
70512,-3.2,0.6,-0.2
70518,-1.6,0.1,-0.4
70524,-0.5,2.1,1.2
70531,1.3,2.2,-0.4
70537,0.4,0.3,-1.5
70543,-1.3,0.7,-0.7
