time,ax,ay,az
15557,-477,818,-295
15563,-444,848,-323
15607,-464,813,-301
15614,-473,820,-305
15620,-462,810,-299
15626,-460,812,-292
15632,-460,816,-290
15639,-477,819,-295
15645,-459,813,-294
15651,-460,796,-290
15657,-452,831,-307
15664,-460,823,-296
15670,-464,812,-290
15676,-457,800,-288
15682,-453,803,-301
15689,-454,819,-296
15695,-455,835,-307
15701,-453,806,-299
15707,-453,814,-302
15714,-466,820,-307
