time,ax,ay,az
56056,-215,769,-570
56063,-206,788,-581
56069,-223,800,-571
56075,-228,806,-554
56081,-211,831,-547
56088,-205,826,-528
56094,-171,821,-513
56100,-195,768,-488
56106,-215,792,-484
56113,-244,776,-471
56119,-211,777,-457
56125,-203,811,-452
56131,-196,811,-432
56138,-172,825,-435
56144,-180,830,-434
56150,-203,828,-445
56156,-206,838,-456
56163,-212,842,-473
56169,-218,853,-489
56175,-228,825,-494
