time,ax,ay,az
62170,46,918,-234
62205,41,942,-228
62231,40,916,-212
62237,74,956,-232
62244,49,948,-222
62250,43,939,-214
62256,43,939,-218
62262,35,930,-212
62269,51,929,-220
62275,45,943,-226
62281,21,946,-220
62287,27,940,-223
62294,42,955,-232
62300,34,951,-223
62306,53,938,-229
62312,52,929,-217
62319,51,950,-217
62325,51,941,-216
62331,55,951,-223
62337,25,935,-208
