time,ax,ay,az
7682,-357,863,-349
7703,-359,834,-328
7709,-342,844,-323
7715,-334,865,-328
7721,-339,855,-325
7728,-329,838,-320
7734,-338,840,-321
7740,-332,875,-329
7746,-340,868,-326
7753,-341,859,-330
7759,-336,841,-333
7765,-329,851,-333
7771,-344,860,-324
7778,-353,850,-330
7784,-333,849,-330
7790,-325,855,-329
7796,-348,857,-317
7803,-347,852,-320
7809,-321,844,-325
7815,-305,916,-346
