time,ax,ay,az
25443,-442,683,-545
25492,-473,692,-518
25499,-448,710,-534
25510,-475,680,-523
25531,-464,700,-512
25538,-466,696,-516
25545,-475,686,-511
25551,-465,696,-524
25557,-450,702,-515
25563,-458,678,-506
25570,-457,695,-516
25576,-459,686,-517
25582,-460,692,-504
25588,-459,695,-516
25595,-466,700,-524
25601,-458,674,-512
25607,-464,702,-519
25613,-461,701,-517
25620,-461,690,-509
25626,-452,692,-514
