time,ax,ay,az
45444,-297,871,-316
45450,-301,894,-322
45456,-298,864,-311
45462,-295,861,-316
45469,-305,879,-329
45475,-304,875,-319
45481,-303,866,-325
45487,-314,872,-321
45494,-292,874,-324
45500,-298,876,-318
45506,-302,870,-312
45512,-297,871,-311
45519,-299,855,-309
45525,-284,865,-319
45531,-294,899,-324
45537,-298,870,-326
45544,-338,856,-336
45550,-329,857,-331
45556,-324,840,-315
45562,-291,865,-311
