time,ax,ay,az
75443,-243,830,-432
75457,-239,842,-440
75464,-254,828,-431
75494,-246,837,-437
75534,-235,848,-432
75565,-231,853,-411
75581,-224,865,-419
75587,-238,834,-411
75593,-222,846,-416
75600,-227,858,-419
75606,-229,845,-408
75612,-219,863,-420
75618,-234,850,-411
75625,-238,831,-405
75631,-231,837,-411
75637,-222,852,-411
75643,-221,857,-407
75650,-218,858,-409
75656,-218,862,-412
75662,-223,874,-404
