time,ax,ay,az
32134,-190,791,-525
32183,-198,808,-520
32222,-212,790,-519
32229,-206,792,-516
32235,-193,803,-517
32241,-196,796,-522
32247,-219,787,-525
32254,-167,761,-522
32260,-183,778,-524
32266,-177,819,-532
32272,-180,816,-534
32279,-176,794,-520
32285,-160,805,-526
32291,-166,808,-519
32297,-182,803,-522
32304,-164,828,-531
32310,-171,815,-517
32316,-169,813,-529
32322,-162,798,-519
32329,-175,808,-518
