time,ax,ay,az
15624,-417,702,-517
15654,-403,711,-516
15660,-430,734,-523
15666,-433,720,-532
15672,-408,694,-518
15679,-419,701,-525
15685,-431,727,-523
15691,-424,718,-516
15697,-415,720,-519
15704,-419,730,-525
15710,-418,727,-513
15716,-419,678,-493
15722,-416,720,-538
15729,-430,743,-531
15735,-435,726,-528
15741,-419,718,-507
15747,-405,728,-509
15754,-409,731,-511
15760,-409,723,-503
15766,-435,714,-508
