time,wx,wy,wz
21034,-0.9,-0.4,1.9
21040,-1.6,-1.6,2.3
21084,-2.0,4.5,0.0
21091,-2.5,5.0,-1.8
21097,-2.0,-1.6,-0.2
21103,-0.7,2.1,0.3
21109,-1.2,5.1,0.0
21116,-0.9,-0.7,0.9
21122,-0.2,2.3,1.8
21128,-0.3,2.3,2.4
21134,-0.1,0.4,2.1
21141,-1.6,3.0,1.0
21147,-2.0,3.2,0.2
21153,-2.8,0.8,-0.5
21159,-3.0,4.5,-0.4
21166,-1.4,2.3,1.0
21172,-2.5,0.4,0.7
21178,-1.0,-2.1,0.7
21184,-1.2,3.2,0.1
21191,-3.2,1.0,-0.5
