time,ax,ay,az
64335,-510,278,-247
64341,-827,399,-180
64347,-1000,744,-115
64354,-1131,750,-186
64360,-1316,767,-227
64366,-1243,687,-521
64372,-808,969,-416
64588,-754,-157,-155
64594,-771,-111,-49
64600,-837,68,-31
64607,-930,38,-266
64613,-1072,207,-454
64619,-1333,439,-587
64625,-1743,550,-649
64632,-1387,671,-556
64638,-1086,555,-294
64644,-1026,155,-267
64844,-1222,918,-136
64850,-1183,1127,-459
64857,-1184,530,-242
