time,ax,ay,az
5191,-708,687,171
5197,-711,679,175
5204,-709,669,168
5210,-716,684,181
5216,-709,677,174
5222,-699,665,172
5229,-710,696,171
5235,-704,686,177
5241,-704,679,177
5247,-722,685,173
5254,-711,684,163
5260,-705,668,169
5266,-725,696,183
5272,-711,688,171
5279,-693,670,172
5285,-704,676,173
5291,-699,665,179
5297,-712,694,177
5304,-716,687,186
5310,-697,683,170
