time,ax,ay,az
35318,-506,645,-533
35330,-499,642,-521
35337,-503,684,-527
35343,-521,672,-533
35349,-503,623,-529
35356,-498,637,-536
35362,-524,649,-538
35368,-541,633,-525
35374,-515,699,-542
35381,-499,678,-542
35387,-512,597,-512
35393,-483,610,-502
35399,-512,656,-522
35406,-501,676,-537
35412,-513,644,-539
35418,-509,623,-532
35424,-511,655,-531
35431,-515,694,-536
35437,-521,674,-537
35443,-515,659,-531
