time,wx,wy,wz
10150,-0.2,0.1,1.2
10165,-2.2,4.0,0.7
10179,-1.3,-1.1,0.9
10186,0.7,2.3,4.9
10193,-0.9,1.3,1.8
10199,-0.8,0.7,2.1
10205,-1.2,4.2,1.3
10211,-2.1,0.6,-0.4
10218,-2.2,0.0,-0.1
10224,-2.8,2.5,0.0
10230,-2.0,0.0,1.0
10236,-2.8,-2.8,1.9
10243,-1.5,0.8,1.3
10249,-1.6,0.1,0.4
10255,-3.5,0.0,1.1
10261,-2.9,2.8,0.4
10268,-2.6,-0.7,-0.5
10274,-0.4,3.2,-0.2
10280,-1.4,-0.5,1.0
10286,2.0,5.1,1.5
