time,ax,ay,az
41880,-266,790,-551
41886,-254,776,-552
41893,-238,769,-541
41899,-240,770,-523
41905,-195,796,-518
41911,-171,791,-516
41918,-203,792,-517
41924,-218,794,-522
41930,-228,793,-529
41936,-218,776,-524
41943,-211,793,-516
41949,-214,782,-522
41955,-218,782,-528
41961,-233,786,-530
41968,-225,784,-531
41974,-225,771,-528
41980,-211,788,-530
41986,-224,784,-524
41993,-220,787,-527
41999,-221,785,-532
