time,wx,wy,wz
41880,-0.5,0.3,-0.1
41886,-1.7,-4.3,2.7
41893,-1.1,-6.5,4.9
41899,1.1,-7.3,4.1
41905,1.1,-9.8,3.5
41911,-0.3,-4.4,1.9
41918,-0.4,-1.4,1.9
41924,-0.5,-0.4,2.0
41930,-1.2,-1.0,2.4
41936,-0.6,-0.9,1.6
41943,-0.8,0.1,0.2
41949,-1.7,1.7,1.5
41955,-0.9,3.2,0.5
41961,-1.8,2.7,0.9
41968,-2.5,1.9,0.9
41974,-2.1,1.0,0.9
41980,-0.5,1.5,0.0
41986,-1.2,2.4,0.4
41993,-1.5,2.5,-0.5
41999,-1.7,2.0,-0.9
