time,wx,wy,wz
30546,-3.8,3.2,-0.1
30552,-4.8,4.6,2.6
30569,-2.7,2.4,1.1
30587,-2.3,-0.2,-1.1
30597,-3.9,4.0,0.4
30604,-4.5,3.6,-0.2
30625,-2.3,5.6,1.3
30632,-3.9,2.8,1.4
30639,-3.8,-0.4,0.5
30651,-1.4,4.2,0.3
30658,0.0,2.0,1.2
30674,0.2,0.7,0.7
30681,-0.8,3.5,-0.7
30687,-0.4,0.6,-0.8
30694,-1.6,-3.5,0.3
30700,-2.1,3.7,0.0
30706,-1.2,3.5,0.7
30712,-1.9,0.7,0.4
30719,-0.6,1.6,0.3
30725,-1.8,2.1,-0.1
